Commercial,Ville,Région,Client,Date de commande,Article,Quantité,Prix,Chiffre d'affaire,Bénéfice
Patrick Graham,Washington,Ouest,Samuel Daniels,23/1/2016,Widgets,9,"53,35","480,15",54
Randy Watson,New York,Est,Brenda Cruz,23/1/2016,Widgets,6,"53,35","320,1",36
Diane Gonzalez,Oregon,Ouest,Sharon Rice,23/1/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Janet Stewart,23/1/2016,Stuff,5,"16,32","81,6",15
Diane Gonzalez,California,Ouest,Howard Nelson,23/1/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Raymond Collins,23/1/2016,Junk,10,"12,42","124,2",20
Diane Gonzalez,Washington,Ouest,George Hill,23/1/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Linda Rose,23/1/2016,Widgets,3,"53,35","160,05",18
Frances Warren,Minnesota,Est,Nancy Meyer,23/1/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Oregon,Ouest,Joyce Garcia,23/1/2016,Junk,4,"12,42","49,68",8
Randy Watson,New York,Est,Albert Miller,24/1/2016,Stuff,10,"16,32","163,2",30
Frances Warren,New York,Est,Lori Collins,24/1/2016,Things,6,"17,83","106,98",21
Patrick Graham,Washington,Ouest,Mildred Hernandez,24/1/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Washington,Ouest,Gary Weaver,24/1/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Oregon,Ouest,Gary Moreno,24/1/2016,Stuff,7,"16,32","114,24",21
Randy Watson,Alabama,Est,Lois Baker,24/1/2016,Junk,6,"12,42","74,52",12
Frances Warren,New York,Est,Cynthia Ray,24/1/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Washington,Ouest,Jason Jackson,24/1/2016,Stuff,9,"16,32","146,88",27
Frances Warren,New York,Est,Judith Woods,24/1/2016,Junk,4,"12,42","49,68",8
Randy Watson,Minnesota,Est,Randy West,24/1/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Minnesota,Est,Carolyn Vasquez,24/1/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,New York,Est,Linda Rose,24/1/2016,Junk,10,"12,42","124,2",20
Diane Gonzalez,California,Ouest,Rebecca Ryan,24/1/2016,Things,6,"17,83","106,98",21
Patrick Graham,Washington,Ouest,Mildred Hernandez,24/1/2016,Things,8,"17,83","142,64",28
Patrick Graham,Oregon,Ouest,Joyce Garcia,24/1/2016,Junk,8,"12,42","99,36",16
Randy Watson,Minnesota,Est,Sandra Weaver,24/1/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,California,Ouest,Nicholas Schmidt,24/1/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,New York,Est,Todd Holmes,24/1/2016,Things,2,"17,83","35,66",7
Patrick Graham,Washington,Ouest,Cheryl Morris,24/1/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Washington,Ouest,Joseph Willis,24/1/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Andrea King,24/1/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,New York,Est,Christina Little,25/1/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Lisa Thomas,25/1/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Minnesota,Est,Matthew Smith,25/1/2016,Junk,8,"12,42","99,36",16
Frances Warren,Minnesota,Est,Jacqueline Hart,25/1/2016,Things,9,"17,83","160,47","31,5"
Diane Gonzalez,Oregon,Ouest,Martha Harper,25/1/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Judith Gray,25/1/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Arthur Simmons,25/1/2016,Widgets,10,"53,35","533,5",60
Sara Snyder,Indiana,Est,James Wheeler,25/1/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,New York,Est,Frances Campbell,25/1/2016,Things,3,"17,83","53,49","10,5"
Randy Watson,Indiana,Est,Maria Hughes,25/1/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Harold Daniels,25/1/2016,Junk,8,"12,42","99,36",16
Diane Gonzalez,Oregon,Ouest,Marilyn Graham,26/1/2016,Widgets,6,"53,35","320,1",36
Diane Gonzalez,Oregon,Ouest,Rose Matthews,26/1/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Washington,Ouest,Jason Berry,26/1/2016,Things,10,"17,83","178,3",35
Randy Watson,Minnesota,Est,Christopher Pierce,26/1/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,New York,Est,Joseph Ryan,26/1/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Indiana,Est,Cheryl Howard,26/1/2016,Widgets,10,"53,35","533,5",60
Diane Gonzalez,California,Ouest,Jimmy Warren,26/1/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Indiana,Est,Donna Bryant,26/1/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Washington,Ouest,Beverly Garcia,26/1/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Indiana,Est,Peter Brown,26/1/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Eric Ellis,26/1/2016,Widgets,10,"53,35","533,5",60
Sara Snyder,New York,Est,Kenneth Lane,26/1/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Alabama,Est,Cheryl Henderson,26/1/2016,Junk,1,"12,42","12,42",2
Diane Gonzalez,Oregon,Ouest,Roger Bell,26/1/2016,Things,6,"17,83","106,98",21
Patrick Graham,California,Ouest,Joshua Baker,26/1/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Carl Howard,27/1/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Oregon,Ouest,Teresa Fisher,27/1/2016,Things,5,"17,83","89,15","17,5"
Frances Warren,Indiana,Est,Brian Ryan,27/1/2016,Stuff,8,"16,32","130,56",24
Randy Watson,Minnesota,Est,Louise Green,27/1/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Washington,Ouest,Craig Hicks,27/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,Kimberly Coleman,27/1/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Cheryl Riley,27/1/2016,Junk,3,"12,42","37,26",6
Randy Watson,Minnesota,Est,Harold Rodriguez,27/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Phyllis Johnston,27/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Ralph Gomez,27/1/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,New York,Est,Nancy Scott,27/1/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,California,Ouest,Frances Parker,27/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Andrea King,28/1/2016,Things,10,"17,83","178,3",35
Sara Snyder,Indiana,Est,Anthony Ruiz,28/1/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Indiana,Est,Kelly Daniels,28/1/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Indiana,Est,Benjamin Spencer,28/1/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,Eric Robertson,28/1/2016,Junk,5,"12,42","62,1",10
Patrick Graham,California,Ouest,Norma West,28/1/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Oregon,Ouest,Joyce Garcia,28/1/2016,Junk,8,"12,42","99,36",16
Randy Watson,Minnesota,Est,Sean Carr,28/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,Ashley Adams,28/1/2016,Widgets,1,"53,35","53,35",6
Randy Watson,Alabama,Est,Ryan Arnold,28/1/2016,Stuff,7,"16,32","114,24",21
Sara Snyder,New York,Est,Cynthia Ray,28/1/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Nevada,Ouest,Kimberly Bennett,28/1/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Washington,Ouest,Gary Cook,28/1/2016,Widgets,3,"53,35","160,05",18
Randy Watson,Minnesota,Est,Wanda Cole,29/1/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Emily Duncan,29/1/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Thomas Robinson,29/1/2016,Junk,7,"12,42","86,94",14
Sara Snyder,New York,Est,Cynthia Brooks,29/1/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Minnesota,Est,Virginia Foster,29/1/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Robert Collins,29/1/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Ashley Spencer,29/1/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,California,Ouest,Tammy Clark,29/1/2016,Stuff,3,"16,32","48,96",9
Frances Warren,New York,Est,Emily Patterson,29/1/2016,Junk,4,"12,42","49,68",8
Sara Snyder,New York,Est,Wayne Rivera,29/1/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Indiana,Est,Cynthia Lewis,29/1/2016,Things,2,"17,83","35,66",7
Randy Watson,Minnesota,Est,Alice Kelly,29/1/2016,Junk,1,"12,42","12,42",2
Diane Gonzalez,Washington,Ouest,Susan Gomez,29/1/2016,Things,8,"17,83","142,64",28
Patrick Graham,California,Ouest,Jacqueline Little,29/1/2016,Things,5,"17,83","89,15","17,5"
Frances Warren,New York,Est,Peter Gilbert,29/1/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Joshua Diaz,30/1/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Washington,Ouest,Gary Cook,30/1/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,New York,Est,Christina Oliver,30/1/2016,Things,2,"17,83","35,66",7
Randy Watson,Indiana,Est,Kelly Daniels,30/1/2016,Junk,9,"12,42","111,78",18
Sara Snyder,New York,Est,Carlos Greene,30/1/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,Washington,Ouest,Gary Cook,30/1/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Washington,Ouest,Mildred Moore,30/1/2016,Stuff,4,"16,32","65,28",12
Sara Snyder,Indiana,Est,Frank Spencer,30/1/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Washington,Ouest,Stephen Martinez,31/1/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Oregon,Ouest,Rachel Harris,31/1/2016,Junk,3,"12,42","37,26",6
Frances Warren,Indiana,Est,Albert Dunn,31/1/2016,Widgets,8,"53,35","426,8",48
Randy Watson,New York,Est,Raymond Collins,31/1/2016,Stuff,10,"16,32","163,2",30
Randy Watson,New York,Est,Janet Freeman,31/1/2016,Widgets,10,"53,35","533,5",60
Frances Warren,New York,Est,Kimberly Little,31/1/2016,Stuff,5,"16,32","81,6",15
Patrick Graham,Oregon,Ouest,Rose Moreno,1/2/2016,Stuff,9,"16,32","146,88",27
Randy Watson,Minnesota,Est,Steven Miller,1/2/2016,Things,2,"17,83","35,66",7
Patrick Graham,Oregon,Ouest,Kelly Gomez,1/2/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Oregon,Ouest,Janet Stewart,1/2/2016,Junk,9,"12,42","111,78",18
Diane Gonzalez,California,Ouest,Anthony White,1/2/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,New York,Est,Joshua Campbell,1/2/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Minnesota,Est,Eric Robertson,1/2/2016,Stuff,8,"16,32","130,56",24
Diane Gonzalez,Oregon,Ouest,Kenneth West,1/2/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Jacqueline Hart,1/2/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Jerry Collins,1/2/2016,Stuff,4,"16,32","65,28",12
Randy Watson,Alabama,Est,Irene Franklin,2/2/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Washington,Ouest,Craig Thomas,2/2/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Indiana,Est,Laura Wells,2/2/2016,Stuff,10,"16,32","163,2",30
Randy Watson,Minnesota,Est,Dennis Reed,2/2/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Richard Walker,2/2/2016,Widgets,10,"53,35","533,5",60
Randy Watson,New York,Est,Jessica Lewis,2/2/2016,Widgets,7,"53,35","373,45",42
Frances Warren,Indiana,Est,Chris George,2/2/2016,Things,6,"17,83","106,98",21
Randy Watson,New York,Est,Mark Rogers,2/2/2016,Junk,1,"12,42","12,42",2
Randy Watson,Minnesota,Est,Robin Matthews,2/2/2016,Junk,10,"12,42","124,2",20
Randy Watson,Minnesota,Est,Frank Murphy,2/2/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Oregon,Ouest,Lillian Howard,2/2/2016,Stuff,6,"16,32","97,92",18
Frances Warren,Minnesota,Est,Ernest Kelley,3/2/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Minnesota,Est,Roy Franklin,3/2/2016,Widgets,7,"53,35","373,45",42
Randy Watson,Indiana,Est,Anthony Ruiz,3/2/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Christine Wallace,3/2/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,Minnesota,Est,Jennifer White,3/2/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Albert Miller,3/2/2016,Junk,9,"12,42","111,78",18
Diane Gonzalez,California,Ouest,Andrea Lawrence,3/2/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,Indiana,Est,Russell Day,3/2/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Oregon,Ouest,Edward Taylor,3/2/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Oregon,Ouest,Kathy Lee,3/2/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Washington,Ouest,Joseph Willis,3/2/2016,Junk,10,"12,42","124,2",20
Patrick Graham,California,Ouest,Robin Murphy,3/2/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Indiana,Est,Maria Hughes,3/2/2016,Things,4,"17,83","71,32",14
Frances Warren,New York,Est,Linda Rose,3/2/2016,Things,4,"17,83","71,32",14
Sara Snyder,Alabama,Est,Maria Long,4/2/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Oregon,Ouest,Phillip Harrison,4/2/2016,Stuff,5,"16,32","81,6",15
Frances Warren,New York,Est,Roy Young,4/2/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Wanda Allen,4/2/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Washington,Ouest,Shirley Chavez,4/2/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Washington,Ouest,Margaret James,4/2/2016,Things,8,"17,83","142,64",28
Randy Watson,Alabama,Est,Debra Gutierrez,4/2/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Minnesota,Est,Wanda Cole,4/2/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Alabama,Est,Alan Dean,4/2/2016,Things,7,"17,83","124,81","24,5"
Randy Watson,Minnesota,Est,Harold Schmidt,4/2/2016,Junk,10,"12,42","124,2",20
Diane Gonzalez,Oregon,Ouest,Kathy Lee,4/2/2016,Stuff,1,"16,32","16,32",3
Patrick Graham,California,Ouest,Ann Hall,4/2/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,Debra Barnes,4/2/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,Minnesota,Est,Andrew Howard,4/2/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Marie Rivera,5/2/2016,Junk,6,"12,42","74,52",12
Randy Watson,Indiana,Est,Randy Willis,5/2/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Teresa Thomas,5/2/2016,Widgets,3,"53,35","160,05",18
Sara Snyder,Minnesota,Est,Justin Dixon,5/2/2016,Things,6,"17,83","106,98",21
Randy Watson,Minnesota,Est,Jean Torres,5/2/2016,Things,8,"17,83","142,64",28
Patrick Graham,Washington,Ouest,Gloria Morris,5/2/2016,Junk,2,"12,42","24,84",4
Frances Warren,Alabama,Est,Henry Cox,5/2/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,New York,Est,Shirley Murray,5/2/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Washington,Ouest,Earl White,5/2/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Ernest Bishop,5/2/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Indiana,Est,Rachel Larson,5/2/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,Oregon,Ouest,Brian Roberts,5/2/2016,Junk,7,"12,42","86,94",14
Randy Watson,New York,Est,Lillian Wood,5/2/2016,Junk,4,"12,42","49,68",8
Randy Watson,Alabama,Est,Janice Ford,5/2/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Jessica Lewis,5/2/2016,Widgets,2,"53,35","106,7",12
Randy Watson,Minnesota,Est,Walter Kennedy,5/2/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Oregon,Ouest,Rose Matthews,5/2/2016,Widgets,5,"53,35","266,75",30
Diane Gonzalez,Washington,Ouest,Beverly Garcia,5/2/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Oregon,Ouest,Phillip Harrison,5/2/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Phyllis Johnston,6/2/2016,Stuff,9,"16,32","146,88",27
Frances Warren,Indiana,Est,Debra Barnes,6/2/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,New York,Est,Jimmy Bailey,6/2/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Washington,Ouest,Mildred Hernandez,6/2/2016,Stuff,1,"16,32","16,32",3
Diane Gonzalez,Nevada,Ouest,Rachel Dunn,6/2/2016,Junk,1,"12,42","12,42",2
Patrick Graham,California,Ouest,Willie Oliver,6/2/2016,Stuff,4,"16,32","65,28",12
Diane Gonzalez,Washington,Ouest,Maria Romero,6/2/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,William Payne,6/2/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Jason Black,6/2/2016,Stuff,5,"16,32","81,6",15
Randy Watson,Minnesota,Est,Carl Howard,6/2/2016,Things,5,"17,83","89,15","17,5"
Patrick Graham,Oregon,Ouest,Henry Stanley,6/2/2016,Widgets,8,"53,35","426,8",48
Diane Gonzalez,Oregon,Ouest,Gloria Oliver,6/2/2016,Things,2,"17,83","35,66",7
Diane Gonzalez,Oregon,Ouest,Marilyn Graham,7/2/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,New York,Est,Judith Woods,7/2/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Alabama,Est,Alan Dean,7/2/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Albert Dunn,7/2/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Indiana,Est,Arthur Simmons,7/2/2016,Widgets,9,"53,35","480,15",54
Randy Watson,Minnesota,Est,Jean Fowler,7/2/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Alabama,Est,Carolyn Rivera,7/2/2016,Things,6,"17,83","106,98",21
Sara Snyder,Minnesota,Est,Wanda Cole,7/2/2016,Stuff,2,"16,32","32,64",6
Randy Watson,Minnesota,Est,Dennis Reed,7/2/2016,Junk,10,"12,42","124,2",20
Patrick Graham,California,Ouest,Diane Lewis,7/2/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Karen Willis,7/2/2016,Junk,9,"12,42","111,78",18
Frances Warren,Indiana,Est,Russell Day,7/2/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,Minnesota,Est,Susan Watkins,7/2/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Washington,Ouest,Craig Reyes,7/2/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Oregon,Ouest,Teresa Fisher,8/2/2016,Widgets,5,"53,35","266,75",30
Diane Gonzalez,Washington,Ouest,Pamela Alexander,8/2/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Minnesota,Est,Dennis Reed,8/2/2016,Widgets,3,"53,35","160,05",18
Frances Warren,New York,Est,Raymond Collins,8/2/2016,Junk,5,"12,42","62,1",10
Diane Gonzalez,Washington,Ouest,Harry Hanson,8/2/2016,Junk,3,"12,42","37,26",6
Frances Warren,Minnesota,Est,Roger Andrews,8/2/2016,Things,4,"17,83","71,32",14
Patrick Graham,Oregon,Ouest,Sharon Wagner,8/2/2016,Junk,7,"12,42","86,94",14
Sara Snyder,New York,Est,Marie Rivera,8/2/2016,Things,6,"17,83","106,98",21
Sara Snyder,New York,Est,Louis Marshall,8/2/2016,Things,6,"17,83","106,98",21
Patrick Graham,Oregon,Ouest,Sharon Rice,8/2/2016,Junk,7,"12,42","86,94",14
Patrick Graham,California,Ouest,Brenda Nelson,8/2/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,California,Ouest,Diane Lewis,8/2/2016,Junk,5,"12,42","62,1",10
Randy Watson,New York,Est,Jessica Lewis,8/2/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Wayne Lawson,8/2/2016,Stuff,9,"16,32","146,88",27
Sara Snyder,New York,Est,Jane Sims,8/2/2016,Widgets,1,"53,35","53,35",6
Randy Watson,New York,Est,Theresa Mendoza,9/2/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Washington,Ouest,Mary Green,9/2/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Washington,Ouest,Emily Matthews,9/2/2016,Things,2,"17,83","35,66",7
Frances Warren,Indiana,Est,Billy Wood,9/2/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,Washington,Ouest,Gary Weaver,9/2/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Indiana,Est,Edward Wells,9/2/2016,Junk,10,"12,42","124,2",20
Frances Warren,Minnesota,Est,Joseph Bishop,9/2/2016,Things,10,"17,83","178,3",35
Patrick Graham,California,Ouest,Beverly Jacobs,9/2/2016,Stuff,6,"16,32","97,92",18
Frances Warren,Minnesota,Est,Steven Miller,9/2/2016,Widgets,6,"53,35","320,1",36
Frances Warren,Minnesota,Est,Thomas Robinson,9/2/2016,Stuff,1,"16,32","16,32",3
Patrick Graham,Washington,Ouest,Terry Nguyen,10/2/2016,Widgets,10,"53,35","533,5",60
Diane Gonzalez,Oregon,Ouest,Alice Taylor,10/2/2016,Stuff,3,"16,32","48,96",9
Sara Snyder,Minnesota,Est,Kenneth Nelson,10/2/2016,Stuff,7,"16,32","114,24",21
Randy Watson,New York,Est,Lawrence Ruiz,10/2/2016,Things,9,"17,83","160,47","31,5"
Frances Warren,Indiana,Est,Johnny Fowler,10/2/2016,Stuff,5,"16,32","81,6",15
Diane Gonzalez,Oregon,Ouest,Kathy Lee,10/2/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Harold Schmidt,10/2/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,Minnesota,Est,Cheryl Williamson,10/2/2016,Things,4,"17,83","71,32",14
Patrick Graham,California,Ouest,Jimmy Warren,10/2/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Washington,Ouest,Charles Collins,10/2/2016,Stuff,7,"16,32","114,24",21
Sara Snyder,Minnesota,Est,Joan Cooper,10/2/2016,Junk,6,"12,42","74,52",12
Randy Watson,Minnesota,Est,Matthew Berry,10/2/2016,Widgets,9,"53,35","480,15",54
Randy Watson,New York,Est,Sharon Perez,10/2/2016,Stuff,3,"16,32","48,96",9
Diane Gonzalez,Washington,Ouest,Gloria Morris,10/2/2016,Things,4,"17,83","71,32",14
Randy Watson,Alabama,Est,Debra Gutierrez,10/2/2016,Stuff,1,"16,32","16,32",3
Diane Gonzalez,Washington,Ouest,Gary Weaver,10/2/2016,Things,10,"17,83","178,3",35
Frances Warren,New York,Est,Debra Palmer,10/2/2016,Things,1,"17,83","17,83","3,5"
Randy Watson,Indiana,Est,Todd Miller,11/2/2016,Things,7,"17,83","124,81","24,5"
Frances Warren,Indiana,Est,Amy Olson,11/2/2016,Junk,4,"12,42","49,68",8
Randy Watson,New York,Est,Helen Dean,11/2/2016,Junk,5,"12,42","62,1",10
Diane Gonzalez,California,Ouest,Helen Diaz,11/2/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,Oregon,Ouest,Marilyn Graham,11/2/2016,Junk,7,"12,42","86,94",14
Frances Warren,Minnesota,Est,Lori Shaw,11/2/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Alabama,Est,Clarence Mason,11/2/2016,Widgets,10,"53,35","533,5",60
Randy Watson,New York,Est,Raymond Collins,11/2/2016,Junk,9,"12,42","111,78",18
Randy Watson,Indiana,Est,Phyllis Gonzales,11/2/2016,Things,8,"17,83","142,64",28
Frances Warren,New York,Est,Maria Johnston,11/2/2016,Junk,2,"12,42","24,84",4
Randy Watson,Indiana,Est,Rachel Larson,11/2/2016,Junk,9,"12,42","111,78",18
Randy Watson,Minnesota,Est,Charles Ray,11/2/2016,Stuff,8,"16,32","130,56",24
Randy Watson,Indiana,Est,Kimberly Coleman,11/2/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,New York,Est,Theresa Mendoza,11/2/2016,Things,10,"17,83","178,3",35
Randy Watson,Minnesota,Est,Ernest Kelley,11/2/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,Oregon,Ouest,Martha Harper,11/2/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Minnesota,Est,Shirley Rivera,12/2/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Oregon,Ouest,Teresa Fisher,12/2/2016,Stuff,3,"16,32","48,96",9
Frances Warren,New York,Est,Billy Reed,12/2/2016,Junk,8,"12,42","99,36",16
Diane Gonzalez,California,Ouest,Rachel Stanley,12/2/2016,Things,6,"17,83","106,98",21
Frances Warren,New York,Est,Jerry Pierce,12/2/2016,Junk,1,"12,42","12,42",2
Frances Warren,New York,Est,Cheryl Riley,12/2/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,California,Ouest,Andrea Washington,12/2/2016,Stuff,10,"16,32","163,2",30
Patrick Graham,Washington,Ouest,Stephen Murray,12/2/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,Minnesota,Est,Joseph Bishop,12/2/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Justin Dixon,12/2/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Kimberly Adams,12/2/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,California,Ouest,Angela Fowler,12/2/2016,Things,1,"17,83","17,83","3,5"
Patrick Graham,Washington,Ouest,Jason Berry,12/2/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Ann Duncan,13/2/2016,Widgets,6,"53,35","320,1",36
Frances Warren,Minnesota,Est,Joan Cooper,13/2/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Virginia Foster,13/2/2016,Things,2,"17,83","35,66",7
